,ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
34,0,80903,2819,117961,118300,120410,117905,117906,290919,117908
35,0,27178,46503,120140,120141,121589,120952,120953,118453,120954
36,0,13878,51311,117961,118343,121747,119928,310608,118331,119929
37,0,4675,17831,117902,117903,28618,128230,302830,4673,128231
38,0,77049,63815,117922,117923,117941,117879,117886,19721,117880
39,0,20293,21951,118006,118007,117941,117885,117886,117887,117888
40,0,20226,15615,118752,118753,119121,280788,280788,292795,119082
41,0,32270,15887,117961,118052,120356,126516,126517,118612,126518
42,0,79092,10472,117876,117877,117878,117879,117879,19721,117880
43,0,19722,4620,117961,118300,119181,117905,180083,290919,117908
44,0,80899,8085,117961,118300,118535,118321,147045,290919,118322
45,0,34005,770,117961,118300,119181,128230,302830,4673,128231
46,0,19980,5730,117961,118446,120026,120578,137493,118762,120580
47,0,79228,10704,117932,117933,117878,117879,117879,19721,117880
48,0,4675,7393,117902,117903,134257,117905,118036,290919,117908
49,0,75943,3100,216705,119256,118599,118054,167069,117887,118055
50,0,75078,7284,91261,118026,118202,117905,117906,290919,117908
51,0,16631,16541,117961,118225,120551,117905,117906,290919,117908
52,0,16218,5456,117961,118225,118403,117905,117906,290919,117908
53,0,39883,24926,91261,118026,118229,273308,120072,249618,118232
54,0,14955,43514,117961,118446,127812,118801,147130,19793,118803
55,0,43876,83560,118079,118080,117878,117879,304519,19721,117880
56,0,7543,4620,117961,118300,119181,117905,240983,290919,117908
57,0,23921,4914,117961,118300,120026,118834,127160,118424,118836
58,0,74001,50308,118090,118091,117884,117885,117913,117887,117888
59,0,16443,52194,117961,118052,126137,118924,148208,118667,118926
60,0,39333,7411,117961,118386,118746,118747,152307,118453,118749
61,0,4675,20818,119062,119063,124211,118321,117906,290919,118322
62,0,28566,28021,118212,118580,117895,117879,117897,19721,117880
63,0,33151,21009,117961,118343,149210,120097,174445,270488,120099
64,0,4675,33112,118212,118213,120551,118321,240983,290919,118322
65,0,27082,4663,117961,118225,120323,132096,132097,119095,132098
66,0,16018,33266,216705,119256,129526,119849,160290,118638,119851
67,0,77295,1978,117961,118327,120559,122269,141096,118643,122271
68,0,34924,6999,117961,118343,121747,118321,117906,290919,118322
69,0,20299,58476,117929,117930,117920,117879,310732,19721,117880
70,0,27295,4933,117961,118300,118458,307024,301218,118331,118332
71,0,45519,13845,117961,117962,118791,118792,211906,118424,118794
72,0,42481,101834,119134,119135,118042,118207,200069,270488,118209
73,0,74995,2541,117961,118343,118856,117905,117906,290919,117908
74,0,14937,5739,117961,118446,118684,118924,140784,118667,118926
75,0,40338,1411,117902,117903,118437,123670,305057,121916,123672
76,0,79121,16972,117961,118300,119987,118523,310608,118331,118525
77,1,22471,15412,117961,118343,127705,119849,127706,118638,119851
78,0,78422,15894,117961,118052,120304,120313,206347,118424,120315
79,0,75078,5496,91261,118026,118202,118321,117906,290919,118322
80,0,3130,122272,117961,118225,122273,122274,244154,3130,122275
81,0,40997,4199,117961,118225,118403,118321,117906,290919,118322
82,0,1020,3685,120140,120141,119968,124886,306399,118643,124888
83,0,32270,15785,117961,118343,118395,118890,125128,118398,118892
84,0,74909,8150,117961,118386,119954,118318,168365,118205,118319
85,0,43876,50213,118079,118080,117878,117879,117913,19721,117880
86,0,33146,13767,117961,117969,118970,118396,160046,118398,118399
87,0,42015,771,117961,118300,120722,118784,213944,290919,118786
88,0,42093,4139,117961,118300,123055,120344,188011,118424,120346
89,0,5342,16643,119134,119135,118701,119587,284481,118704,119589
90,0,74310,6957,117961,118300,125821,119849,310589,118638,119851
91,0,278393,15389,117961,118225,122870,119928,129017,118331,119929
92,0,79704,1030,117961,118343,120722,124435,127527,118363,124436
93,0,28149,8715,117961,118052,119986,118321,117906,290919,118322
94,0,79092,3000,117961,118225,120551,118321,240983,290919,118322
95,0,19399,58493,117918,117919,117941,118568,131694,19721,118570
96,0,34924,240,117961,118386,118404,118321,117906,290919,118322
97,0,75078,22873,117951,117952,118221,117885,117886,117887,117888
98,0,16175,16850,117961,118225,119238,122849,149223,119095,122850
99,0,28149,28275,118315,118463,123089,118321,125206,290919,118322
100,0,19945,795,117961,118225,120551,118784,117906,290919,118786
101,0,20897,15956,117961,117969,121617,131849,148158,121620,131851
102,0,18229,174,117961,118413,121639,118321,117906,290919,118322
103,0,15716,51766,117902,118041,118556,280788,280788,292795,119082
104,0,5372,17244,117961,118052,120398,118784,127126,290919,118786
105,0,79092,13867,117961,118446,120317,120690,120690,290919,120692
106,0,40466,14815,117961,118327,118320,123045,123107,120518,123047
107,0,15868,1568,117961,118300,120410,118321,117906,290919,118322
108,0,25328,1553,117961,118225,123173,118054,120716,117887,118055
109,0,16191,59029,117887,118178,118320,118321,117906,290919,118322
110,0,39262,71192,117961,118386,118522,118321,117906,290919,118322
111,0,23990,1652,117961,118327,118507,179731,169009,117887,117973
112,0,40997,4549,117961,118225,120050,118321,117906,290919,118322
113,0,74966,2014,117961,117962,117904,118777,237279,308574,118779
114,0,25788,54303,117961,118327,118492,118451,125738,118453,118454
115,0,954,815,117961,118300,123719,117905,117906,290919,117908
116,0,14924,15779,117961,118300,118535,117905,117906,290919,117908
117,0,27714,1080,117961,118052,118378,118451,151171,118453,118454
118,0,3853,7014,117961,118446,119961,118259,125206,290919,118261
119,0,74754,17451,117961,118052,126137,118054,118054,117887,118055
120,0,5173,49646,119691,119692,118635,120903,118406,119695,120904
121,0,75901,2582,117961,118343,121710,307024,133833,118331,118332
122,0,23096,15795,119062,119091,118042,118043,118044,270488,118046
123,0,27122,51226,117961,118327,118320,124886,164752,118643,124888
124,0,39883,15887,117961,118052,120356,120357,310997,118424,120359
125,0,27623,7011,117961,118327,120685,118321,118448,290919,118322
126,0,18072,43588,117961,119256,119257,118995,122492,292795,118997
127,0,3264,69337,120140,120141,118492,118274,220988,292795,118276
128,0,33642,50538,118953,118954,117920,118568,131694,19721,118570
129,0,23961,30520,117902,117903,117945,128422,130134,118453,128424
130,0,25270,4057,117961,118343,119598,119433,133686,118424,119435
131,0,41334,28245,118315,118463,123089,117905,130219,290919,117908
132,0,1937,8686,117961,118327,119830,118321,117906,290919,118322
133,0,45828,2078,118114,118115,117920,118568,125937,19721,118570
134,0,40426,2610,117961,118327,121979,118841,128747,118643,118843
135,0,15933,5767,117961,118343,118344,118321,117906,290919,118322
136,0,20487,2991,117961,118343,118700,117905,117906,290919,117908
137,0,73214,4961,117961,118343,118833,307024,294485,118331,118332
138,1,43312,58705,117910,118855,117941,118568,281735,19721,118570
139,0,29621,3077,117961,118300,120312,124194,124195,118363,124196
140,0,4675,7551,117961,118052,118867,118321,117906,290919,118322
141,0,38469,105262,118953,118954,118246,179731,291378,117887,117973
142,0,79325,7445,117961,118343,122299,179731,118054,117887,117973
143,0,20364,15764,91261,118026,119362,119065,158390,118667,119067
144,0,27323,7076,117961,118225,119238,119093,139668,119095,119096
145,0,302049,2590,118169,118170,118556,117946,125711,292795,117948
146,0,18072,18080,117961,119256,119257,117946,118806,292795,117948
147,0,39327,15504,117961,118386,123656,118321,240983,290919,118322
148,0,33248,3085,117961,118300,125821,118834,251171,118424,118836
149,0,25991,1614,117961,118327,118507,129909,185973,118453,129911
150,0,42654,30527,117961,118225,120551,119928,127692,118331,119929
151,0,23921,3933,117961,118343,119796,119849,157686,118638,119851
152,0,45517,49802,117961,118343,118514,307024,294485,118331,118332
153,0,33054,5659,117961,118300,124725,118321,117906,290919,118322
154,0,28149,70692,118315,118316,118202,118321,117906,290919,118322
155,0,43188,5244,117961,118343,119598,118321,117906,290919,118322
156,0,28149,83351,117961,118386,119954,118318,168365,118205,118319
157,0,30952,70134,117961,117962,126930,134095,303450,118474,118475
158,0,34950,25262,117961,118327,118320,118523,310608,118331,118525
159,0,37124,52314,117961,118300,118301,119928,219829,118331,119929
160,0,32642,46472,117961,119256,119257,118995,118806,292795,118997
161,0,45580,1810,117961,118327,120559,118641,306399,118643,118644
162,0,17308,55132,118169,118170,118042,118054,119008,117887,118055
163,0,80814,17713,117961,118225,120663,118321,117906,290919,118322
164,0,38704,60181,117916,118011,117884,117885,117913,117887,117888
165,0,80746,8697,117961,118446,119064,118361,127527,118363,118364
166,0,6977,7647,117961,118300,119181,118321,117906,290919,118322
167,0,40456,7560,117961,118300,119181,118321,117906,290919,118322
168,0,38,100,120140,120141,142145,117905,156948,290919,117908
169,0,26437,85728,118212,118580,117895,117896,117913,117887,117898
170,0,31441,30527,117961,118225,120551,119928,127692,118331,119929
171,0,32270,3651,119062,119091,123125,124152,300136,118424,124154
172,0,42378,18449,117961,118300,119181,118465,159686,118467,118468
173,0,39333,7411,117961,118386,118746,118054,168337,117887,118055
174,0,34982,25293,117961,118386,123072,128764,130802,118612,128765
175,0,42085,25629,117961,118343,120291,120006,129545,118424,120008
176,0,33642,58520,118003,118004,117878,117879,117879,19721,117880
177,0,25993,7076,117961,118225,120041,120591,120592,119095,120593
178,0,4675,1325,117961,117962,118910,118321,117906,290919,118322
179,0,18072,57718,117961,119256,119257,117946,118806,292795,117948
180,0,27416,22363,118084,118085,117912,117879,117886,19721,117880
181,0,80452,30520,117902,117903,117945,128422,130134,118453,128424
182,0,78625,82626,118090,118091,117912,117885,117913,117887,117888
183,0,79092,8435,117961,118225,124449,307024,311622,118331,118332
184,0,42085,7029,117961,117962,120677,120357,149187,118424,120359
185,0,34432,54618,117961,118052,118821,117905,240983,290919,117908
186,0,34582,1409,117961,118300,118437,118685,139689,308574,118687
187,0,38470,53240,117876,117877,117878,117879,117879,19721,117880
188,0,44641,6235,117961,118343,118437,307024,311622,118331,118332
189,0,37138,4936,117961,118343,120126,124576,124577,118424,124578
190,0,16503,16566,117961,118327,120559,120618,304465,118643,120619
191,0,45300,48101,117918,117919,117941,118568,131694,19721,118570
192,0,37138,5030,117961,118343,120126,119433,133686,118424,119435
193,0,75834,4261,118212,118213,126955,118321,173628,290919,118322
194,0,42085,6732,117961,117969,6725,120527,275449,6725,120529
195,0,16443,7076,117961,118225,120323,119093,120324,119095,119096
196,0,34924,34927,117961,118327,120299,137969,217580,118612,137970
197,0,15365,3868,117961,118052,120096,117905,117906,290919,117908
198,0,42388,7029,117961,117962,120677,120357,149187,118424,120359
199,0,81076,54618,117961,118052,118821,118321,117906,290919,118322
200,0,32621,1437,118212,118213,118437,120812,192211,118638,120814
201,0,43242,2827,118887,118888,119136,119587,254340,118704,119589
202,0,37981,21083,118106,118107,117941,117879,121445,19721,117880
203,0,74196,7647,117961,118300,119181,118321,117906,290919,118322
204,0,74302,2069,121518,121519,117895,128093,144793,119184,128095
205,0,16459,3230,117961,118386,121961,118523,310608,118331,118525
206,0,16923,4718,117961,118446,120317,117905,117906,290919,117908
207,0,41276,50976,117961,118413,119968,118321,117906,290919,118322
208,0,25812,118151,118079,118080,117878,118370,118371,118372,118373
209,0,3853,4998,117961,118343,119598,307024,311622,118331,118332
210,0,79092,3656,117961,118300,118631,118924,153285,118667,118926
211,0,967,15459,118169,118170,135245,259173,143905,292795,118943
212,0,42093,5186,118887,118888,124656,118912,309291,118424,118914
213,0,16988,15608,117961,118343,118395,118396,269406,118398,118399
214,0,5334,771,117961,118300,120722,118321,117906,290919,118322
215,0,74190,1443,117961,118343,120722,118321,117906,290919,118322
216,0,7543,7398,117961,118225,119924,118321,240983,290919,118322
217,0,20351,1938,117961,118300,118066,179731,304465,117887,117973
218,0,33147,2014,117961,117962,118910,120773,127525,118960,120774
219,0,42031,71192,117961,118386,118522,117905,117906,290919,117908
220,0,45232,3048,119062,119091,119734,153957,155022,118667,153959
221,0,79092,8784,117961,118300,119890,118422,147040,118424,118425
222,0,41594,41595,121785,121786,120299,120300,292871,120302,120303
223,0,42367,46610,117902,118041,118556,280788,280788,292795,119082
224,0,15064,17261,117961,118343,118833,118054,120238,117887,118055
225,0,80507,17514,117961,118343,121747,118321,117906,290919,118322
226,0,25993,20648,118219,118220,117941,117879,117897,19721,117880
227,0,78602,5432,117961,118327,118391,117905,117906,290919,117908
228,0,17226,4993,117961,118300,118979,118912,309291,118424,118914
229,0,6977,8607,117961,118225,118403,117905,240983,290919,117908
230,0,36971,7454,117961,118413,122007,118321,117906,290919,118322
231,0,90381,74746,117961,118327,118933,118784,121873,290919,118786
232,0,39331,83351,117961,118386,119954,118318,311618,118205,118319
233,0,33147,15389,117961,118225,122870,124886,128018,118643,124888
234,0,28344,7434,117961,118343,118514,118321,117906,290919,118322
235,0,20292,311085,117926,117927,117884,117879,117886,19721,117880
236,0,45652,7553,117961,118225,118403,118321,117906,290919,118322
237,0,22598,8094,117961,118343,139876,117905,117906,290919,117908
238,0,34950,7660,117961,118386,120361,118321,117906,290919,118322
239,0,80943,15967,117961,118300,124942,117905,117906,290919,117908
240,0,38719,58489,117916,117917,117884,117885,117913,117887,117888
241,0,43876,46754,118079,118080,117878,117879,118177,19721,117880
242,0,34025,4100,118290,118291,120291,119928,278266,118331,119929
243,0,75305,16973,117961,118300,124942,118321,117906,290919,118322
244,0,15716,73407,117902,118041,117945,280788,280788,292795,119082
245,0,4675,7072,117961,117962,118352,117905,117906,290919,117908
246,0,45015,8592,119062,119091,118514,117905,117906,290919,117908
247,0,23842,5330,117961,118052,122938,120097,174445,270488,120099
248,0,1151,124899,117961,118327,120171,118054,118054,117887,118055
249,0,74261,189,117961,118413,121639,117905,240983,290919,117908
250,0,3853,23224,117961,118225,120535,118890,311441,118398,118892
251,0,41758,41795,118315,118316,118317,119351,256809,3130,119353
252,0,972,4901,119596,119597,119598,118293,118294,118295,118296
253,0,79092,59785,91261,118026,120671,121143,184917,249618,121145
254,0,23921,119074,118163,119075,119076,118834,311236,118424,118836
255,0,391,50185,118216,118587,117884,117885,117913,117887,117888
256,0,16503,8106,117961,118327,120559,118318,181945,118205,118319
257,0,33642,98683,117975,117976,117941,118568,281735,19721,118570
258,0,80308,15894,117961,118052,119986,118685,126297,308574,118687
259,0,42006,2908,117961,118343,118979,119433,133686,118424,119435
260,0,44722,16850,117961,118225,119238,119093,180121,119095,119096
261,0,75324,1911,117943,117944,118042,118043,118176,270488,118046
262,0,40955,100547,118212,118213,119136,123670,232072,121916,123672
263,0,34628,1065,117961,118327,120559,118641,132791,118643,118644
264,0,74190,85728,118212,118580,117895,117896,117897,117887,117898
265,0,74236,51138,117961,118413,119968,118321,117906,290919,118322
266,0,34591,2594,117961,118300,123472,117905,117906,290919,117908
267,0,1937,1482,117961,117962,118450,118841,128747,118643,118843
268,0,23966,124899,117961,118327,120171,118054,118054,117887,118055
269,0,34429,5507,117961,118413,120370,117905,117906,290919,117908
270,0,6977,4519,117961,118300,118783,117905,117906,290919,117908
271,0,70087,35693,117916,118011,117920,121067,229187,121069,121070
272,0,31441,30523,117961,118343,119984,123067,269406,118398,123068
273,0,25993,14862,117961,118225,118403,118980,301534,118295,118982
274,0,16988,5016,117961,118343,121710,120789,250337,118424,120791
275,0,20897,3608,117961,118052,120671,120418,232183,249618,120419
276,0,20364,125466,117902,117903,120171,118863,142453,118398,118865
277,0,79121,5192,119596,119597,118825,118293,118294,118295,118296
278,0,20277,20939,117980,117981,118246,179731,188582,117887,117973
279,0,34591,2594,117961,118300,123472,118321,117906,290919,118322
280,0,17249,4887,117961,118343,119598,118422,300136,118424,118425
281,0,17296,23224,117961,118225,120535,123067,269406,118398,123068
282,0,79299,51755,119280,119281,118754,118805,118806,118474,118807
283,0,16219,4004,117961,118343,118856,118321,117906,290919,118322
284,0,6215,6217,117961,118327,118328,120765,120765,118467,120767
285,0,44812,70264,117961,118343,120722,118777,279443,308574,118779
286,0,4675,3756,117961,117969,118970,118890,125128,118398,118892
287,0,39883,15895,117961,118052,120677,122067,300136,118424,122069
288,0,39450,3936,117943,117944,117945,280788,126042,292795,119082
289,0,26437,85728,118212,118580,117895,117896,117897,117887,117898
290,0,13878,14561,118095,118096,117941,117879,117897,19721,117880
291,0,32270,3656,117961,118300,118631,118924,153285,118667,118926
292,0,917,3654,117961,118300,118631,118826,168415,118424,118828
293,0,60040,4933,117961,118300,118458,126869,283548,118295,126870
294,0,77183,2409,117961,117962,117904,127782,123170,290919,127783
295,0,96500,7011,117961,118052,120685,118321,117906,290919,118322
296,0,20222,5560,118256,118257,117945,118995,119235,292795,118997
297,0,33237,2409,117961,117962,117904,119949,123170,290919,119951
298,0,79543,6108,117961,118386,118404,118321,117906,290919,118322
299,0,15720,16850,117961,118225,119092,122849,119094,119095,122850
300,0,18072,25872,118169,118170,119796,118172,129003,249618,118175
301,0,40328,6736,117961,117969,6725,122290,268766,6725,122292
302,0,14910,6482,117961,118052,118992,118321,118448,290919,118322
303,0,25287,18189,117961,118327,123757,118321,117906,290919,118322
304,0,31299,7212,117961,118300,124725,124194,145500,118363,124196
305,0,7678,744,117961,118300,120722,118321,117906,290919,118322
306,0,74909,8520,117961,118386,119954,118318,168365,118205,118319
307,0,4675,1930,122880,122974,122870,120097,281292,270488,120099
308,0,74646,770,117961,118300,119181,119346,302830,4673,119348
309,0,79092,7388,117961,118225,119924,118318,168365,118205,118319
310,0,75078,92887,118315,118463,118522,129229,147633,119788,129231
311,0,17308,14650,118219,118220,117920,117899,117899,19721,117900
312,0,31996,8430,117961,118225,118403,118321,117906,290919,118322
313,0,14858,27508,117929,117940,117941,118568,125259,19721,118570
314,0,5112,310793,120342,120343,119076,118834,124426,118424,118836
315,0,80538,5041,117961,118343,119598,119928,134544,118331,119929
316,0,17825,2305,117961,117962,119223,128230,302830,4673,128231
317,0,34950,34826,118555,118178,118320,117905,117906,290919,117908
318,0,4679,3838,117961,118225,119924,118321,117906,290919,118322
319,0,75078,3889,117961,118386,121668,117905,117906,290919,117908
320,0,1937,6216,117961,118327,118328,124886,306399,118643,124888
321,0,37557,19832,117961,118386,123757,118321,117906,290919,118322
322,0,20351,8106,117961,118327,120559,120560,304465,118643,120562
323,0,41441,1334,117961,117962,118910,179731,118368,117887,117973
324,0,15064,52687,117961,117962,117904,179731,131272,117887,117973
325,0,81355,56723,118315,118316,118317,133306,120689,118205,133308
326,0,4675,5899,117961,118327,120318,118777,296252,308574,118779
327,0,75834,42230,117961,118327,118744,117905,117906,290919,117908
328,0,27124,32242,117961,118327,118929,119849,282370,118638,119851
329,0,76626,2938,117961,118413,122007,117905,117906,290919,117908
330,0,16003,2225,117961,117962,118501,126110,126111,118504,126112
331,0,41334,28253,118315,118463,123089,118321,130219,290919,118322
332,0,5451,770,117961,118300,120722,118747,130134,118453,118749
333,0,20299,92071,117929,117930,117884,117879,117886,19721,117880
334,0,15673,2781,117961,118300,118783,118451,130134,118453,118454
335,0,86127,782,117961,118413,127522,118321,117906,290919,118322
336,0,78851,2109,117876,117877,120694,124886,205741,118643,124888
337,0,20349,1080,117961,118327,118378,120952,120953,118453,120954
338,0,34346,810,117961,118300,123719,118321,240983,290919,118322
339,0,73798,52925,117980,117981,117920,118568,156279,19721,118570
340,0,28294,8121,91261,118026,118746,117905,117906,290919,117908
341,0,312129,25607,117961,118343,118856,117905,117906,290919,117908
342,0,38725,27818,117916,117917,117912,118568,117886,19721,118570
343,0,33155,2014,117961,117962,117904,120773,127525,118960,120774
344,0,4675,25262,117961,118327,118320,122297,301475,118331,118899
345,0,80847,17225,117961,118300,118535,118784,118406,290919,118786
346,0,38800,3949,117961,117962,118352,118777,279443,308574,118779
347,0,45904,55934,118006,118007,117878,179731,121256,117887,117973
348,0,3853,1467,117961,118343,118833,118834,127160,118424,118836
349,0,18072,3266,117961,118225,120323,120591,120592,119095,120593
350,0,79092,7001,117961,118327,118933,121594,302830,4673,121596
351,0,4675,7639,117961,118300,118957,117905,172635,290919,117908
352,0,35788,82613,117961,118300,119984,118890,311441,118398,118892
353,0,31661,7032,117961,118052,118992,118259,133680,290919,118261
354,0,78175,1140,117961,117962,118352,117905,117906,290919,117908
355,0,79121,2270,117961,118413,118631,123737,127475,118960,123738
356,0,80903,2819,117961,118300,123472,118321,117906,290919,118322
357,0,78311,54672,117932,117933,117878,117899,121756,19721,117900
358,0,25569,214,117961,118343,6104,117905,117906,290919,117908
359,0,18913,27518,117929,117930,117920,179731,188537,117887,117973
360,0,13878,5604,117961,118343,119598,118636,235245,118638,118639
361,0,1020,7399,118212,118213,123201,117905,117906,290919,117908
362,0,80381,2270,117961,118413,277693,120773,118959,118960,120774
363,0,40462,14638,117961,118052,118992,118784,120474,290919,118786
364,0,34950,56565,117961,118327,122109,120172,230830,290919,120173
365,0,5893,6217,117961,118327,118328,118465,121927,118467,118468
366,0,42085,3979,117961,118343,120347,118368,128683,117887,118486
367,0,78602,5432,117961,118327,118391,118641,123881,118643,118644
368,0,23096,2610,117961,118327,121979,118321,117906,290919,118322
369,0,79422,41759,118315,118463,119214,117905,117906,290919,117908
370,0,40062,148913,118212,118213,118921,118890,305057,118398,118892
371,0,25241,70643,117961,118327,120299,137969,217580,118612,137970
372,0,25985,55643,118256,118257,117945,118274,118806,292795,118276
373,0,35188,52314,117961,118300,118301,118980,306795,118295,118982
374,0,42085,4438,117961,118386,121668,118777,279443,308574,118779
375,0,5906,6007,117961,118446,16232,120418,138419,249618,120419
376,0,18072,46661,118256,118257,117945,118995,118806,292795,118997
377,0,25364,51269,117961,118300,118360,118636,247760,118638,118639
378,0,80674,5178,117961,118343,118660,118826,158101,118424,118828
379,0,77199,50952,117961,118327,118929,118321,117906,290919,118322
380,1,41312,17010,117943,117944,117945,118274,231536,292795,118276
381,0,41234,8751,117932,117933,117878,117879,117879,19721,117880
382,0,4675,111936,117961,118300,118783,117905,240983,290919,117908
383,0,42972,4713,117961,118052,120398,122022,299505,119221,122024
384,0,25749,5557,118169,118170,118940,247659,232183,19721,247660
385,0,31983,5079,117961,118300,127284,120789,284092,118424,120791
386,0,42093,7122,117961,118225,118403,118259,117906,290919,118261
387,0,35644,4819,118290,118291,118292,118293,118294,118295,118296
388,0,79617,85475,117961,118300,120410,118784,117906,290919,118786
389,0,17249,148913,118212,118213,118921,118890,305057,118398,118892
390,0,79625,20447,117961,118327,120283,121527,133249,118398,121529
391,0,4675,14800,117961,117962,118352,179731,162809,117887,117973
392,0,33423,4600,117961,118446,122550,307024,311622,118331,118332
393,0,25993,5002,117961,118343,119598,120344,310997,118424,120346
394,0,6670,26320,117961,118327,118391,118321,117906,290919,118322
395,0,75834,3944,117961,118343,118514,117905,240983,290919,117908
396,0,25103,7076,117961,118225,119238,119093,121698,119095,119096
397,0,34577,852,117961,117962,122215,123737,118959,118960,123738
398,0,5502,49802,117961,118343,118514,118321,124844,290919,118322
399,0,25749,123313,118169,118170,118171,118172,118173,249618,118175
400,0,32270,2395,117961,118300,123055,118054,118054,117887,118055
401,0,6977,7023,117961,117962,119223,118259,118260,290919,118261
402,0,7543,6277,117961,118343,118437,117905,240983,290919,117908
403,0,23799,5047,117961,118300,127284,118826,236735,118424,118828
404,0,31825,4098,117961,118343,118292,120006,310997,118424,120008
405,0,34861,71208,117961,118386,123656,118321,129272,290919,118322
406,0,967,17733,117961,118300,119984,118396,269406,118398,118399
407,0,34613,3722,117961,118300,120059,121469,159141,118424,121471
408,0,17292,148913,118212,118213,118921,118890,305057,118398,118892
409,0,75245,20440,117890,117891,117878,117899,123862,19721,117900
410,0,20364,5027,117961,118343,119598,118834,133686,118424,118836
411,0,44812,8147,117961,118327,145424,118321,117906,290919,118322
412,0,33642,20495,118219,118220,117941,117879,117897,19721,117880
413,0,25988,121925,117961,118327,118933,118321,125206,290919,118322
414,0,45580,46254,117961,118327,126310,124886,306399,118643,124888
415,0,16251,5360,117961,118446,118447,118784,117906,290919,118786
416,0,42093,52140,118887,118888,124656,118980,236007,118295,118982
417,0,39939,25724,118290,118291,119136,120056,162453,118474,120058
418,0,1020,96562,117902,117903,118783,118028,118368,117887,118030
419,0,23921,820,117961,118300,123719,118777,279443,308574,118779
420,0,4675,5620,121005,151110,5606,118321,117906,290919,118322
421,0,37651,13386,118219,118220,118221,118568,268194,19721,118570
422,0,33642,56776,117916,117917,117920,118568,131694,19721,118570
423,0,37737,25514,117918,117919,118483,117879,121445,19721,117880
424,0,23964,61062,117961,118446,120368,119849,219966,118638,119851
425,0,16767,3526,117961,118225,120323,119093,152422,119095,119096
426,0,74156,7520,91261,118026,124725,117905,117906,290919,117908
427,0,81070,5496,91261,118026,118202,118321,117906,290919,118322
428,0,25326,3767,120864,120865,118360,118777,279443,308574,118779
429,0,80786,4272,117961,118343,120666,123045,123107,120518,123047
430,0,33147,6751,117961,117969,6725,125687,245631,6725,125689
431,0,107908,15395,117961,119256,148450,123670,212510,121916,123672
432,0,3826,1525,117961,118413,121639,118321,117906,290919,118322
433,0,80860,7369,117961,118386,118896,118321,117906,290919,118322
434,0,37951,2112,5110,117954,117895,117896,186208,117887,117898
435,0,4675,16724,118212,118213,120551,117905,240983,290919,117908
436,0,41457,25475,118717,118718,117895,117879,118250,19721,117880
437,0,32270,29575,117961,117969,120574,119976,148648,19793,119978
438,0,78085,11826,118090,118091,117920,123191,123191,19721,123192
439,0,19825,15412,117961,118343,127705,119849,170027,118638,119851
440,0,74310,7337,117961,118300,124725,123045,159051,120518,123047
441,0,1020,16569,117961,118327,120559,120560,304465,118643,120562
442,0,1020,3225,117961,118327,118929,118784,200462,290919,118786
443,0,74075,2225,117961,117962,118501,126110,126111,118504,126112
444,0,34076,2685,122880,122974,117945,117946,149467,292795,117948
